Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
4,N/A,PROFILING_ENABLE,15,4,0.000,1764309557098354.330	,1764309557098354.330	
4,N/A,TASK_TIMEOUT_SET,15,5,73.720,1764309570346477.230	,1764309570346550.950	
4,N/A,TASK_TIMEOUT_SET,15,6,105.860,1764309570444646.030	,1764309570444751.890	
4,N/A,EVENT_RECORD,15,7,0.020,1764309570444751.910	,1764309570444751.930	
4,N/A,TASK_TIMEOUT_SET,15,8,57.840,1764309570445917.750	,1764309570445975.590	
4,N/A,EVENT_RECORD,15,9,0.020,1764309570445975.610	,1764309570445975.630	
4,N/A,TASK_TIMEOUT_SET,15,10,55.440,1764309570458733.990	,1764309570458789.430	
4,N/A,EVENT_RECORD,15,11,0.020,1764309570458789.450	,1764309570458789.470	
4,N/A,TASK_TIMEOUT_SET,15,12,55.680,1764309570464737.770	,1764309570464793.450	
4,N/A,EVENT_RECORD,15,13,0.020,1764309570464793.470	,1764309570464793.490	
4,N/A,TASK_TIMEOUT_SET,15,14,52.880,1764309570470580.030	,1764309570470632.910	
4,N/A,EVENT_RECORD,15,15,0.000,1764309570470632.930	,1764309570470632.930	
4,N/A,TASK_TIMEOUT_SET,15,16,32.420,1764309570476342.970	,1764309570476375.390	
4,N/A,EVENT_RECORD,15,17,0.000,1764309570476377.050	,1764309570476377.050	
4,N/A,TASK_TIMEOUT_SET,15,18,43.860,1764309570484158.230	,1764309570484202.090	
4,N/A,EVENT_RECORD,15,19,0.020,1764309570484202.110	,1764309570484202.130	
4,N/A,TASK_TIMEOUT_SET,15,20,36.840,1764309570490494.950	,1764309570490531.790	
4,N/A,EVENT_RECORD,15,21,0.020,1764309570490533.270	,1764309570490533.290	
4,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,23,0,9.980,1764309572690785.550	,1764309572690795.530	
4,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,23,1,13.560,1764309572692168.750	,1764309572692182.310	
4,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,23,2,1.040,1764309572692253.710	,1764309572692254.750	
4,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,23,3,1.040,1764309572692305.910	,1764309572692306.950	
4,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,23,4,2.660,1764309572692354.510	,1764309572692357.170	
4,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,23,5,1.780,1764309572697171.950	,1764309572697173.730	
4,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,23,6,2.820,1764309572714584.930	,1764309572714587.750	
4,aclnnInplaceZero_ZerosLikeAiCore_ZerosLike,AI_VECTOR_CORE,23,7,9.620,1764309572716837.530	,1764309572716847.150	
4,aclnnArange_ArangeAiCore_Range,AI_VECTOR_CORE,23,8,11.920,1764309573401603.930	,1764309573401615.850	
4,aclnnDivs_RealDivAiCore_RealDiv,AI_VECTOR_CORE,23,9,1.480,1764309573412100.110	,1764309573412101.590	
4,aclnnPowScalarTensor_PowAiCore_Pow,AI_VECTOR_CORE,23,10,4.160,1764309573417624.970	,1764309573417629.130	
4,aclnnReciprocal_ReciprocalAiCore_Reciprocal,AI_VECTOR_CORE,23,11,1.480,1764309573418834.150	,1764309573418835.630	
4,aclnnMuls_MulAiCore_Mul,AI_VECTOR_CORE,23,12,2.260,1764309573426307.930	,1764309573426310.190	
4,aclnnArange_ArangeAiCore_Range,AI_VECTOR_CORE,23,13,5.960,1764309573426491.450	,1764309573426497.410	
4,aclnnMul_MulAiCore_Mul,AI_VECTOR_CORE,23,14,29.280,1764309573426584.810	,1764309573426614.090	
4,aclnnCos_CosAiCore_Cos,AI_VECTOR_CORE,23,15,85.180,1764309573427333.650	,1764309573427418.830	
4,aclnnSin_SinAiCore_Sin,AI_VECTOR_CORE,23,16,81.820,1764309573428114.570	,1764309573428196.390	
4,aclnnCat_ConcatD_ConcatD,AI_VECTOR_CORE,23,17,36.680,1764309573519533.830	,1764309573519570.510	
4,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,23,18,24.400,1764309573532210.530	,1764309573532234.930	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,19,1.620,1764309573537322.070	,1764309573537323.690	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,20,1.380,1764309573537499.530	,1764309573537500.910	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,21,1.300,1764309573540353.730	,1764309573540355.030	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,22,1.400,1764309573540631.610	,1764309573540633.010	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,23,1.280,1764309573543883.430	,1764309573543884.710	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,24,1.400,1764309573544139.830	,1764309573544141.230	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,25,1.280,1764309573547252.850	,1764309573547254.130	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,26,1.280,1764309573547515.490	,1764309573547516.770	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,27,1.460,1764309573550839.490	,1764309573550840.950	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,28,1.300,1764309573551079.670	,1764309573551080.970	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,29,1.260,1764309573554190.990	,1764309573554192.250	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,30,1.280,1764309573554452.310	,1764309573554453.590	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,31,1.340,1764309573557564.930	,1764309573557566.270	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,32,1.280,1764309573557814.570	,1764309573557815.850	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,33,1.280,1764309573560975.890	,1764309573560977.170	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,34,1.360,1764309573561230.410	,1764309573561231.770	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,35,1.340,1764309573564318.250	,1764309573564319.590	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,36,1.400,1764309573564588.630	,1764309573564590.030	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,37,1.360,1764309573567657.930	,1764309573567659.290	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,38,1.320,1764309573567897.810	,1764309573567899.130	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,39,1.360,1764309573570877.170	,1764309573570878.530	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,40,1.320,1764309573571129.250	,1764309573571130.570	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,41,1.360,1764309573574231.590	,1764309573574232.950	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,42,1.360,1764309573574551.730	,1764309573574553.090	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,43,1.340,1764309573577632.850	,1764309573577634.190	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,44,1.320,1764309573577886.130	,1764309573577887.450	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,45,1.540,1764309573580869.890	,1764309573580871.430	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,46,1.340,1764309573581123.070	,1764309573581124.410	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,47,1.340,1764309573584216.610	,1764309573584217.950	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,48,1.400,1764309573584462.530	,1764309573584463.930	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,49,1.300,1764309573587540.490	,1764309573587541.790	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,50,1.300,1764309573587786.870	,1764309573587788.170	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,51,1.320,1764309573590863.610	,1764309573590864.930	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,52,1.540,1764309573591104.150	,1764309573591105.690	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,53,1.320,1764309573594306.950	,1764309573594308.270	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,54,1.280,1764309573594556.950	,1764309573594558.230	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,55,1.420,1764309573597664.870	,1764309573597666.290	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,56,1.340,1764309573597935.510	,1764309573597936.850	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,57,1.420,1764309573600985.550	,1764309573600986.970	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,58,1.340,1764309573601223.050	,1764309573601224.390	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,59,1.100,1764309573604228.390	,1764309573604229.490	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,60,1.100,1764309573604468.690	,1764309573604469.790	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,61,0.960,1764309573607667.330	,1764309573607668.290	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,62,0.980,1764309573607908.350	,1764309573607909.330	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,63,0.940,1764309573610959.490	,1764309573610960.430	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,64,0.980,1764309573611211.130	,1764309573611212.110	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,65,1.020,1764309573614315.770	,1764309573614316.790	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,66,1.040,1764309573614557.090	,1764309573614558.130	
4,aclnnInplaceOne_OnesLikeAiCore_OnesLike,AI_VECTOR_CORE,23,67,1.080,1764309573615232.010	,1764309573615233.090	
4,trans_TransData_0,AI_VECTOR_CORE,23,68,21.640,1764309583711151.390	,1764309583711173.030	
4,trans_TransData_0,AI_VECTOR_CORE,23,69,9.100,1764309583711253.150	,1764309583711262.250	
4,trans_TransData_0,AI_VECTOR_CORE,23,70,29.100,1764309583711282.630	,1764309583711311.730	
4,trans_TransData_0,AI_VECTOR_CORE,23,71,28.360,1764309583711319.050	,1764309583711347.410	
4,trans_TransData_0,AI_VECTOR_CORE,23,72,7.620,1764309583711347.430	,1764309583711355.050	
4,trans_TransData_0,AI_VECTOR_CORE,23,73,6.840,1764309583711360.730	,1764309583711367.570	
4,trans_TransData_0,AI_VECTOR_CORE,23,74,37.780,1764309583711397.230	,1764309583711435.010	
4,trans_TransData_0,AI_VECTOR_CORE,23,75,20.720,1764309583711435.030	,1764309583711455.750	
4,trans_TransData_0,AI_VECTOR_CORE,23,76,10.200,1764309583711455.770	,1764309583711465.970	
4,trans_TransData_0,AI_VECTOR_CORE,23,77,6.480,1764309583711466.010	,1764309583711472.490	
4,trans_TransData_0,AI_VECTOR_CORE,23,78,45.240,1764309583711474.650	,1764309583711519.890	
4,trans_TransData_0,AI_VECTOR_CORE,23,79,26.520,1764309583711519.910	,1764309583711546.430	
4,trans_TransData_0,AI_VECTOR_CORE,23,80,8.940,1764309583711546.450	,1764309583711555.390	
4,trans_TransData_0,AI_VECTOR_CORE,23,81,8.660,1764309583711555.410	,1764309583711564.070	
4,trans_TransData_0,AI_VECTOR_CORE,23,82,42.560,1764309583711564.090	,1764309583711606.650	
4,trans_TransData_0,AI_VECTOR_CORE,23,83,26.160,1764309583711606.670	,1764309583711632.830	
4,trans_TransData_0,AI_VECTOR_CORE,23,84,10.580,1764309583711632.850	,1764309583711643.430	
4,trans_TransData_0,AI_VECTOR_CORE,23,85,10.860,1764309583711643.470	,1764309583711654.330	
4,trans_TransData_0,AI_VECTOR_CORE,23,86,44.880,1764309583711654.350	,1764309583711699.230	
4,trans_TransData_0,AI_VECTOR_CORE,23,87,24.620,1764309583711699.270	,1764309583711723.890	
4,trans_TransData_0,AI_VECTOR_CORE,23,88,8.720,1764309583711723.910	,1764309583711732.630	
4,trans_TransData_0,AI_VECTOR_CORE,23,89,7.040,1764309583711732.650	,1764309583711739.690	
4,trans_TransData_0,AI_VECTOR_CORE,23,90,43.160,1764309583711739.710	,1764309583711782.870	
4,trans_TransData_0,AI_VECTOR_CORE,23,91,24.800,1764309583711782.890	,1764309583711807.690	
4,trans_TransData_0,AI_VECTOR_CORE,23,92,8.480,1764309583711807.730	,1764309583711816.210	
4,trans_TransData_0,AI_VECTOR_CORE,23,93,8.020,1764309583711816.250	,1764309583711824.270	
4,trans_TransData_0,AI_VECTOR_CORE,23,94,49.660,1764309583711824.290	,1764309583711873.950	
4,trans_TransData_0,AI_VECTOR_CORE,23,95,30.780,1764309583711873.990	,1764309583711904.770	
4,trans_TransData_0,AI_VECTOR_CORE,23,96,11.420,1764309583711904.790	,1764309583711916.210	
4,trans_TransData_0,AI_VECTOR_CORE,23,97,9.200,1764309583711916.230	,1764309583711925.430	
4,trans_TransData_0,AI_VECTOR_CORE,23,98,46.900,1764309583711925.450	,1764309583711972.350	
4,trans_TransData_0,AI_VECTOR_CORE,23,99,27.600,1764309583711972.370	,1764309583711999.970	
4,trans_TransData_0,AI_VECTOR_CORE,23,100,9.840,1764309583712000.010	,1764309583712009.850	
4,trans_TransData_0,AI_VECTOR_CORE,23,101,8.820,1764309583712009.870	,1764309583712018.690	
4,trans_TransData_0,AI_VECTOR_CORE,23,102,45.200,1764309583712018.710	,1764309583712063.910	
4,trans_TransData_0,AI_VECTOR_CORE,23,103,25.300,1764309583712063.930	,1764309583712089.230	
4,trans_TransData_0,AI_VECTOR_CORE,23,104,7.800,1764309583712089.250	,1764309583712097.050	
4,trans_TransData_0,AI_VECTOR_CORE,23,105,7.880,1764309583712097.070	,1764309583712104.950	
4,trans_TransData_0,AI_VECTOR_CORE,23,106,41.740,1764309583712104.970	,1764309583712146.710	
4,trans_TransData_0,AI_VECTOR_CORE,23,107,27.800,1764309583712146.730	,1764309583712174.530	
4,trans_TransData_0,AI_VECTOR_CORE,23,108,8.940,1764309583712174.550	,1764309583712183.490	
4,trans_TransData_0,AI_VECTOR_CORE,23,109,8.380,1764309583712183.510	,1764309583712191.890	
4,trans_TransData_0,AI_VECTOR_CORE,23,110,46.920,1764309583712191.910	,1764309583712238.830	
4,trans_TransData_0,AI_VECTOR_CORE,23,111,27.400,1764309583712238.870	,1764309583712266.270	
4,trans_TransData_0,AI_VECTOR_CORE,23,112,9.820,1764309583712266.290	,1764309583712276.110	
4,trans_TransData_0,AI_VECTOR_CORE,23,113,7.840,1764309583712276.130	,1764309583712283.970	
4,trans_TransData_0,AI_VECTOR_CORE,23,114,41.100,1764309583712283.990	,1764309583712325.090	
4,trans_TransData_0,AI_VECTOR_CORE,23,115,23.760,1764309583712325.130	,1764309583712348.890	
4,trans_TransData_0,AI_VECTOR_CORE,23,116,10.120,1764309583712348.910	,1764309583712359.030	
4,trans_TransData_0,AI_VECTOR_CORE,23,117,7.100,1764309583712359.050	,1764309583712366.150	
4,trans_TransData_0,AI_VECTOR_CORE,23,118,41.940,1764309583712366.170	,1764309583712408.110	
4,trans_TransData_0,AI_VECTOR_CORE,23,119,26.580,1764309583712408.130	,1764309583712434.710	
4,trans_TransData_0,AI_VECTOR_CORE,23,120,10.080,1764309583712434.750	,1764309583712444.830	
4,trans_TransData_0,AI_VECTOR_CORE,23,121,8.540,1764309583712444.850	,1764309583712453.390	
4,trans_TransData_0,AI_VECTOR_CORE,23,122,55.520,1764309583712453.410	,1764309583712508.930	
4,trans_TransData_0,AI_VECTOR_CORE,23,123,27.960,1764309583712508.950	,1764309583712536.910	
4,trans_TransData_0,AI_VECTOR_CORE,23,124,10.860,1764309583712536.930	,1764309583712547.790	
4,trans_TransData_0,AI_VECTOR_CORE,23,125,10.240,1764309583712547.830	,1764309583712558.070	
4,trans_TransData_0,AI_VECTOR_CORE,23,126,47.960,1764309583712558.090	,1764309583712606.050	
4,trans_TransData_0,AI_VECTOR_CORE,23,127,27.000,1764309583712606.090	,1764309583712633.090	
4,trans_TransData_0,AI_VECTOR_CORE,23,128,9.240,1764309583712633.110	,1764309583712642.350	
4,trans_TransData_0,AI_VECTOR_CORE,23,129,9.600,1764309583712642.370	,1764309583712651.970	
4,trans_TransData_0,AI_VECTOR_CORE,23,130,41.280,1764309583712652.010	,1764309583712693.290	
4,trans_TransData_0,AI_VECTOR_CORE,23,131,25.180,1764309583712693.310	,1764309583712718.490	
4,trans_TransData_0,AI_VECTOR_CORE,23,132,9.780,1764309583712718.510	,1764309583712728.290	
4,trans_TransData_0,AI_VECTOR_CORE,23,133,8.060,1764309583712728.310	,1764309583712736.370	
4,trans_TransData_0,AI_VECTOR_CORE,23,134,46.980,1764309583712736.410	,1764309583712783.390	
4,trans_TransData_0,AI_VECTOR_CORE,23,135,27.500,1764309583712783.430	,1764309583712810.930	
4,trans_TransData_0,AI_VECTOR_CORE,23,136,9.460,1764309583712810.950	,1764309583712820.410	
4,trans_TransData_0,AI_VECTOR_CORE,23,137,7.920,1764309583712820.450	,1764309583712828.370	
4,trans_TransData_0,AI_VECTOR_CORE,23,138,47.080,1764309583712828.390	,1764309583712875.470	
4,trans_TransData_0,AI_VECTOR_CORE,23,139,26.120,1764309583712875.510	,1764309583712901.630	
4,trans_TransData_0,AI_VECTOR_CORE,23,140,10.020,1764309583712901.650	,1764309583712911.670	
4,trans_TransData_0,AI_VECTOR_CORE,23,141,9.980,1764309583712911.690	,1764309583712921.670	
4,trans_TransData_0,AI_VECTOR_CORE,23,142,45.120,1764309583712921.690	,1764309583712966.810	
4,trans_TransData_0,AI_VECTOR_CORE,23,143,27.320,1764309583712966.830	,1764309583712994.150	
4,trans_TransData_0,AI_VECTOR_CORE,23,144,8.840,1764309583712994.190	,1764309583713003.030	
4,trans_TransData_0,AI_VECTOR_CORE,23,145,9.020,1764309583713003.050	,1764309583713012.070	
4,trans_TransData_0,AI_VECTOR_CORE,23,146,45.740,1764309583713012.090	,1764309583713057.830	
4,trans_TransData_0,AI_VECTOR_CORE,23,147,26.860,1764309583713057.870	,1764309583713084.730	
4,trans_TransData_0,AI_VECTOR_CORE,23,148,9.800,1764309583713084.750	,1764309583713094.550	
4,trans_TransData_0,AI_VECTOR_CORE,23,149,7.660,1764309583713094.570	,1764309583713102.230	
4,trans_TransData_0,AI_VECTOR_CORE,23,150,42.780,1764309583713102.250	,1764309583713145.030	
4,trans_TransData_0,AI_VECTOR_CORE,23,151,26.060,1764309583713145.050	,1764309583713171.110	
4,trans_TransData_0,AI_VECTOR_CORE,23,152,8.840,1764309583713171.130	,1764309583713179.970	
4,trans_TransData_0,AI_VECTOR_CORE,23,153,7.500,1764309583713179.990	,1764309583713187.490	
4,trans_TransData_0,AI_VECTOR_CORE,23,154,45.820,1764309583713187.510	,1764309583713233.330	
4,trans_TransData_0,AI_VECTOR_CORE,23,155,26.440,1764309583713233.350	,1764309583713259.790	
4,trans_TransData_0,AI_VECTOR_CORE,23,156,9.540,1764309583713259.810	,1764309583713269.350	
4,trans_TransData_0,AI_VECTOR_CORE,23,157,8.500,1764309583713269.390	,1764309583713277.890	
4,trans_TransData_0,AI_VECTOR_CORE,23,158,47.640,1764309583713277.910	,1764309583713325.550	
4,trans_TransData_0,AI_VECTOR_CORE,23,159,25.960,1764309583713325.570	,1764309583713351.530	
4,trans_TransData_0,AI_VECTOR_CORE,23,160,10.680,1764309583713351.570	,1764309583713362.250	
4,trans_TransData_0,AI_VECTOR_CORE,23,161,7.420,1764309583713362.290	,1764309583713369.710	
4,trans_TransData_0,AI_VECTOR_CORE,23,162,44.020,1764309583713369.730	,1764309583713413.750	
4,trans_TransData_0,AI_VECTOR_CORE,23,163,26.940,1764309583713413.790	,1764309583713440.730	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,164,1.800,1764309583725483.010	,1764309583725484.810	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,165,1.480,1764309583725596.970	,1764309583725598.450	
4,aclnnInplaceCopy_CastAiCore_Cast,AI_VECTOR_CORE,23,166,1.420,1764309583729345.710	,1764309583729347.130	
4,aclnnInplaceCopy_BroadcastToAiCore_BroadcastTo,AI_VECTOR_CORE,23,167,1.500,1764309583733077.130	,1764309583733078.630	
4,aclnnInplaceCopy_CastAiCore_Cast,AI_VECTOR_CORE,23,168,1.580,1764309583733561.870	,1764309583733563.450	
4,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,23,169,8.300,1764309583734133.650	,1764309583734141.950	
4,aclnnEmbedding_GatherV2AiCore_GatherV2,AI_VECTOR_CORE,23,170,5586.600,1764309583764421.170	,1764309583770007.770	
4,RmsNorm,AI_VECTOR_CORE,23,171,681.380,1764309584854474.790	,1764309584855156.170	
4,trans_TransData_1,AI_VECTOR_CORE,23,172,16.980,1764309585509418.770	,1764309585509435.750	
4,aclnnAddmm_MatMulV3Common_MatMulV3,AI_CORE,23,173,1803.540,1764309585529335.370	,1764309585531138.910	
4,rope_custom_true_half,AI_CORE,23,174,11024.940,1764309585531138.930	,1764309585542163.870	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,175,163.780,1764309585542163.890	,1764309585542327.670	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,176,2886.460,1764309586332147.590	,1764309586335034.050	
4,AddRmsNorm,AI_VECTOR_CORE,23,177,1263.600,1764309586335034.070	,1764309586336297.670	
4,aclnnMatmulWeightNz_MatMulV3Common_MatMulV3,AI_CORE,23,178,8840.760,1764309586336297.690	,1764309586345138.450	
4,SwiGlu,AI_VECTOR_CORE,23,179,4568.400,1764309586345138.470	,1764309586349706.870	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,180,11845.040,1764309586349706.890	,1764309586361551.930	
4,AddRmsNorm,AI_VECTOR_CORE,23,181,1180.860,1764309586361551.950	,1764309586362732.810	
4,trans_TransData_1,AI_VECTOR_CORE,23,182,17.000,1764309586362732.830	,1764309586362749.830	
4,aclnnAddmm_MatMulV3Common_MatMulV3,AI_CORE,23,183,1504.960,1764309586362749.850	,1764309586364254.810	
4,rope_custom_true_half,AI_CORE,23,184,10025.260,1764309586364254.830	,1764309586374280.090	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,185,168.120,1764309586374280.110	,1764309586374448.230	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,186,2753.940,1764309586374448.250	,1764309586377202.190	
4,AddRmsNorm,AI_VECTOR_CORE,23,187,1253.340,1764309586377202.210	,1764309586378455.550	
4,aclnnMatmulWeightNz_MatMulV3Common_MatMulV3,AI_CORE,23,188,8753.780,1764309586378455.570	,1764309586387209.350	
4,SwiGlu,AI_VECTOR_CORE,23,189,4561.240,1764309586387209.390	,1764309586391770.630	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,190,12148.000,1764309586391770.650	,1764309586403918.650	
4,AddRmsNorm,AI_VECTOR_CORE,23,191,1183.240,1764309586403918.670	,1764309586405101.910	
4,trans_TransData_1,AI_VECTOR_CORE,23,192,17.040,1764309586405101.950	,1764309586405118.990	
4,aclnnAddmm_MatMulV3Common_MatMulV3,AI_CORE,23,193,1508.860,1764309586405119.010	,1764309586406627.870	
4,rope_custom_true_half,AI_CORE,23,194,10022.380,1764309586406627.890	,1764309586416650.270	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,195,156.820,1764309586416650.290	,1764309586416807.110	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,196,2755.240,1764309586416807.130	,1764309586419562.370	
4,AddRmsNorm,AI_VECTOR_CORE,23,197,1245.220,1764309586419562.390	,1764309586420807.610	
4,aclnnMatmulWeightNz_MatMulV3Common_MatMulV3,AI_CORE,23,198,8717.300,1764309586420807.630	,1764309586429524.930	
4,SwiGlu,AI_VECTOR_CORE,23,199,4569.420,1764309586429524.950	,1764309586434094.370	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,200,11807.440,1764309586434094.390	,1764309586445901.830	
4,AddRmsNorm,AI_VECTOR_CORE,23,201,1189.380,1764309586445901.850	,1764309586447091.230	
4,trans_TransData_1,AI_VECTOR_CORE,23,202,17.380,1764309586447091.250	,1764309586447108.630	
4,aclnnAddmm_MatMulV3Common_MatMulV3,AI_CORE,23,203,1492.100,1764309586447108.650	,1764309586448600.750	
4,rope_custom_true_half,AI_CORE,23,204,10028.440,1764309586448600.770	,1764309586458629.210	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,205,173.000,1764309586458629.230	,1764309586458802.230	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,206,2750.020,1764309586458802.250	,1764309586461552.270	
4,AddRmsNorm,AI_VECTOR_CORE,23,207,1244.820,1764309586461552.310	,1764309586462797.130	
4,aclnnMatmulWeightNz_MatMulV3Common_MatMulV3,AI_CORE,23,208,8659.280,1764309586462797.150	,1764309586471456.430	
4,SwiGlu,AI_VECTOR_CORE,23,209,4558.980,1764309586471456.450	,1764309586476015.430	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,210,12074.220,1764309586476015.450	,1764309586488089.670	
4,AddRmsNorm,AI_VECTOR_CORE,23,211,1192.080,1764309586488089.690	,1764309586489281.770	
4,trans_TransData_1,AI_VECTOR_CORE,23,212,17.400,1764309586489281.790	,1764309586489299.190	
4,aclnnAddmm_MatMulV3Common_MatMulV3,AI_CORE,23,213,1504.080,1764309586489299.210	,1764309586490803.290	
4,rope_custom_true_half,AI_CORE,23,214,9999.480,1764309586490803.330	,1764309586500802.810	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,215,157.520,1764309586500802.830	,1764309586500960.350	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,216,2777.500,1764309586500960.370	,1764309586503737.870	
4,AddRmsNorm,AI_VECTOR_CORE,23,217,1248.360,1764309586503737.890	,1764309586504986.250	
4,aclnnMatmulWeightNz_MatMulV3Common_MatMulV3,AI_CORE,23,218,8676.800,1764309586504986.270	,1764309586513663.070	
4,SwiGlu,AI_VECTOR_CORE,23,219,4544.240,1764309586513663.110	,1764309586518207.350	
