Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
4,aclnnInplaceCopy_TensorMoveAiCore_TensorMove,AI_VECTOR_CORE,23,13330,9.720,1764309614398219.150	,1764309614398228.870	
4,aclnnSoftmax_SoftmaxAiCore_SoftmaxV2,AI_VECTOR_CORE,23,13331,67.680,1764309614398228.890	,1764309614398296.570	
4,N/A,MEMCPY_ASYNC,23,13332,2.260,1764309614398296.590	,1764309614398298.850	
4,aclnnInplaceUniform_DSARandomUniform_DSARandomUniform,DSA_SQE,23,13333,15.360,1764309614398299.010	,1764309614398314.370	
4,aclnnNeg_NegAiCore_Neg,AI_VECTOR_CORE,23,13334,8.520,1764309614398314.390	,1764309614398322.910	
4,aclnnAdds_AddAiCore_Add,AI_VECTOR_CORE,23,13335,7.080,1764309614398322.930	,1764309614398330.010	
4,aclnnGeScalar_GreaterEqual_GreaterEqual,AI_VECTOR_CORE,23,13336,10.460,1764309614398330.030	,1764309614398340.490	
4,aclnnInplaceMaskedFillScalar_MaskedFillAiCore_MaskedFill,AI_VECTOR_CORE,23,13337,6.460,1764309614398340.510	,1764309614398346.970	
4,aclnnLog_LogAiCore_Log,AI_VECTOR_CORE,23,13338,8.560,1764309614398346.990	,1764309614398355.550	
4,aclnnInplaceMuls_MulAiCore_Mul,AI_VECTOR_CORE,23,13339,7.780,1764309614398355.570	,1764309614398363.350	
4,aclnnDiv_RealDivAiCore_RealDiv,AI_VECTOR_CORE,23,13340,8.240,1764309614398363.390	,1764309614398371.630	
4,aclnnArgMax_ArgMaxV2AiCore_ArgMaxV2,AI_VECTOR_CORE,23,13341,26.620,1764309614398371.650	,1764309614398398.270	
4,aclnnArgMax_CastAiCore_Cast,AI_VECTOR_CORE,23,13342,1.340,1764309614398398.290	,1764309614398399.630	
4,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,23,13343,1.660,1764309614398399.650	,1764309614398401.310	
4,N/A,MEMCPY_ASYNC,40,2071,2.660,1764309614399291.570	,1764309614399294.230	
4,aes_cipher_kernel_npu,AI_CORE,40,2072,358.480,1764309614399296.490	,1764309614399654.970	
4,N/A,MEMCPY_ASYNC,40,2073,0.560,1764309614399654.990	,1764309614399655.550	
4,N/A,EVENT_RECORD,40,2074,0.000,1764309614399655.590	,1764309614399655.590	
4,N/A,MEMCPY_ASYNC,40,2075,2.200,1764309614449691.230	,1764309614449693.430	
4,aes_cipher_kernel_npu,AI_CORE,40,2076,2.840,1764309614449693.570	,1764309614449696.410	
4,N/A,MEMCPY_ASYNC,40,2077,0.600,1764309614449709.450	,1764309614449710.050	
4,N/A,MEMCPY_ASYNC,40,2078,2.200,1764309614449717.350	,1764309614449719.550	
4,N/A,EVENT_RECORD,40,2079,0.020,1764309614449732.050	,1764309614449732.070	
4,N/A,MEMCPY_ASYNC,40,2080,2.220,1764309614500157.870	,1764309614500160.090	
4,aes_cipher_kernel_npu,AI_CORE,40,2081,2.880,1764309614500173.750	,1764309614500176.630	
4,N/A,MEMCPY_ASYNC,40,2082,0.540,1764309614500176.650	,1764309614500177.190	
4,N/A,MEMCPY_ASYNC,40,2083,2.280,1764309614500200.910	,1764309614500203.190	
4,N/A,EVENT_RECORD,40,2084,0.020,1764309614500205.490	,1764309614500205.510	
4,N/A,MEMCPY_ASYNC,40,2085,2.320,1764309614550547.310	,1764309614550549.630	
4,aes_cipher_kernel_npu,AI_CORE,40,2086,3.640,1764309614550549.790	,1764309614550553.430	
4,N/A,MEMCPY_ASYNC,40,2087,0.560,1764309614550567.770	,1764309614550568.330	
4,N/A,MEMCPY_ASYNC,40,2088,2.180,1764309614550575.170	,1764309614550577.350	
4,N/A,EVENT_RECORD,40,2089,0.020,1764309614550580.450	,1764309614550580.470	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,13344,1.880,1764309614600614.810	,1764309614600616.690	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,13345,2.260,1764309614600631.830	,1764309614600634.090	
4,N/A,MEMCPY_ASYNC,40,2090,2.240,1764309614601025.770	,1764309614601028.010	
4,aes_cipher_kernel_npu,AI_CORE,40,2091,3.360,1764309614601028.170	,1764309614601031.530	
4,N/A,MEMCPY_ASYNC,40,2092,0.540,1764309614601046.950	,1764309614601047.490	
4,N/A,MEMCPY_ASYNC,40,2093,2.180,1764309614601057.850	,1764309614601060.030	
4,N/A,EVENT_RECORD,40,2094,0.020,1764309614601064.050	,1764309614601064.070	
4,N/A,MEMCPY_ASYNC,40,2095,2.220,1764309614651410.990	,1764309614651413.210	
4,aes_cipher_kernel_npu,AI_CORE,40,2096,2.120,1764309614651415.470	,1764309614651417.590	
4,N/A,MEMCPY_ASYNC,40,2097,0.540,1764309614651428.250	,1764309614651428.790	
4,N/A,MEMCPY_ASYNC,40,2098,2.160,1764309614651447.450	,1764309614651449.610	
4,N/A,EVENT_RECORD,40,2099,0.020,1764309614651450.330	,1764309614651450.350	
4,N/A,MEMCPY_ASYNC,40,2100,2.220,1764309614701899.370	,1764309614701901.590	
4,aes_cipher_kernel_npu,AI_CORE,40,2101,1.960,1764309614701901.750	,1764309614701903.710	
4,N/A,MEMCPY_ASYNC,40,2102,0.540,1764309614701926.250	,1764309614701926.790	
4,N/A,MEMCPY_ASYNC,40,2103,2.420,1764309614701953.170	,1764309614701955.590	
4,N/A,EVENT_RECORD,40,2104,0.020,1764309614701959.050	,1764309614701959.070	
4,N/A,MEMCPY_ASYNC,40,2105,2.320,1764309614752336.970	,1764309614752339.290	
4,aes_cipher_kernel_npu,AI_CORE,40,2106,1.920,1764309614752341.970	,1764309614752343.890	
4,N/A,MEMCPY_ASYNC,40,2107,0.600,1764309614752357.990	,1764309614752358.590	
4,N/A,MEMCPY_ASYNC,40,2108,2.300,1764309614752389.950	,1764309614752392.250	
4,N/A,EVENT_RECORD,40,2109,0.000,1764309614752395.030	,1764309614752395.030	
4,N/A,MEMCPY_ASYNC,40,2110,2.540,1764309614802900.810	,1764309614802903.350	
4,aes_cipher_kernel_npu,AI_CORE,40,2111,2.020,1764309614802904.070	,1764309614802906.090	
4,N/A,MEMCPY_ASYNC,40,2112,0.660,1764309614802906.110	,1764309614802906.770	
4,N/A,MEMCPY_ASYNC,40,2113,2.300,1764309614802918.090	,1764309614802920.390	
4,N/A,EVENT_RECORD,40,2114,0.020,1764309614802923.510	,1764309614802923.530	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,13346,8.240,1764309614853040.330	,1764309614853048.570	
4,N/A,MEMCPY_ASYNC,40,2115,2.220,1764309614853609.910	,1764309614853612.130	
4,aes_cipher_kernel_npu,AI_CORE,40,2116,2.860,1764309614853612.290	,1764309614853615.150	
4,N/A,MEMCPY_ASYNC,40,2117,0.600,1764309614853630.430	,1764309614853631.030	
4,N/A,MEMCPY_ASYNC,40,2118,2.480,1764309614853642.190	,1764309614853644.670	
4,N/A,EVENT_RECORD,40,2119,0.020,1764309614853645.350	,1764309614853645.370	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,13347,1.900,1764309614903677.730	,1764309614903679.630	
4,N/A,MEMCPY_ASYNC,23,13348,0.540,1764309614903699.630	,1764309614903700.170	
4,aclnnInplaceFillScalar_FillAiCore_Fill,AI_VECTOR_CORE,23,13349,1.440,1764309614903728.730	,1764309614903730.170	
4,aclnnCast_CastAiCore_Cast,AI_VECTOR_CORE,23,13350,1.420,1764309614903744.990	,1764309614903746.410	
4,aclnnEmbedding_GatherV2AiCore_GatherV2,AI_VECTOR_CORE,23,13351,8.220,1764309614903767.550	,1764309614903775.770	
4,RmsNorm,AI_VECTOR_CORE,23,13352,6.640,1764309614903789.590	,1764309614903796.230	
4,trans_TransData_1,AI_VECTOR_CORE,23,13353,15.080,1764309614903871.390	,1764309614903886.470	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13354,255.020,1764309614903923.450	,1764309614904178.470	
4,rope_custom_true_half,AI_CORE,23,13355,4.900,1764309614904178.490	,1764309614904183.390	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13356,3.160,1764309614904253.570	,1764309614904256.730	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13357,346.260,1764309614904465.250	,1764309614904811.510	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13357,344.520,1764309614904466.250	,1764309614904810.770	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13358,17.900,1764309614904811.530	,1764309614904829.430	
4,AddRmsNorm,AI_VECTOR_CORE,23,13359,2.300,1764309614904829.470	,1764309614904831.770	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13360,630.800,1764309614904831.790	,1764309614905462.590	
4,SwiGlu,AI_VECTOR_CORE,23,13361,6.060,1764309614905462.630	,1764309614905468.690	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13362,609.120,1764309614905468.710	,1764309614906077.830	
4,AddRmsNorm,AI_VECTOR_CORE,23,13363,1.900,1764309614906077.870	,1764309614906079.770	
4,trans_TransData_1,AI_VECTOR_CORE,23,13364,12.640,1764309614906079.810	,1764309614906092.450	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13365,9.080,1764309614906092.490	,1764309614906101.570	
4,rope_custom_true_half,AI_CORE,23,13366,4.520,1764309614906101.590	,1764309614906106.110	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13367,2.800,1764309614906106.130	,1764309614906108.930	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13368,606.340,1764309614906108.950	,1764309614906715.290	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13368,604.180,1764309614906109.990	,1764309614906714.170	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13369,12.220,1764309614906715.310	,1764309614906727.530	
4,AddRmsNorm,AI_VECTOR_CORE,23,13370,1.960,1764309614906727.570	,1764309614906729.530	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13371,628.060,1764309614906729.550	,1764309614907357.610	
4,SwiGlu,AI_VECTOR_CORE,23,13372,3.880,1764309614907357.630	,1764309614907361.510	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13373,612.680,1764309614907361.530	,1764309614907974.210	
4,AddRmsNorm,AI_VECTOR_CORE,23,13374,2.020,1764309614907974.230	,1764309614907976.250	
4,trans_TransData_1,AI_VECTOR_CORE,23,13375,11.480,1764309614907976.270	,1764309614907987.750	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13376,8.840,1764309614907987.790	,1764309614907996.630	
4,rope_custom_true_half,AI_CORE,23,13377,6.960,1764309614907996.650	,1764309614908003.610	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13378,2.460,1764309614908003.630	,1764309614908006.090	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13379,605.980,1764309614908006.110	,1764309614908612.090	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13379,603.920,1764309614908007.290	,1764309614908611.210	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13380,12.280,1764309614908612.110	,1764309614908624.390	
4,AddRmsNorm,AI_VECTOR_CORE,23,13381,2.000,1764309614908624.410	,1764309614908626.410	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13382,628.960,1764309614908626.430	,1764309614909255.390	
4,SwiGlu,AI_VECTOR_CORE,23,13383,4.900,1764309614909255.410	,1764309614909260.310	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13384,612.920,1764309614909260.330	,1764309614909873.250	
4,AddRmsNorm,AI_VECTOR_CORE,23,13385,2.140,1764309614909873.290	,1764309614909875.430	
4,trans_TransData_1,AI_VECTOR_CORE,23,13386,10.840,1764309614909875.470	,1764309614909886.310	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13387,614.500,1764309614909886.330	,1764309614910500.830	
4,rope_custom_true_half,AI_CORE,23,13388,4.220,1764309614910500.850	,1764309614910505.070	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13389,2.540,1764309614910505.090	,1764309614910507.630	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13390,19.240,1764309614910507.650	,1764309614910526.890	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13390,16.920,1764309614910508.770	,1764309614910525.690	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13391,610.540,1764309614910526.910	,1764309614911137.450	
4,AddRmsNorm,AI_VECTOR_CORE,23,13392,1.960,1764309614911137.470	,1764309614911139.430	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13393,28.320,1764309614911139.450	,1764309614911167.770	
4,SwiGlu,AI_VECTOR_CORE,23,13394,4.700,1764309614911167.810	,1764309614911172.510	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13395,611.880,1764309614911172.530	,1764309614911784.410	
4,AddRmsNorm,AI_VECTOR_CORE,23,13396,2.220,1764309614911784.430	,1764309614911786.650	
4,trans_TransData_1,AI_VECTOR_CORE,23,13397,11.160,1764309614911786.670	,1764309614911797.830	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13398,8.760,1764309614911797.850	,1764309614911806.610	
4,rope_custom_true_half,AI_CORE,23,13399,6.560,1764309614911806.630	,1764309614911813.190	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13400,2.920,1764309614911813.210	,1764309614911816.130	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13401,601.040,1764309614911816.150	,1764309614912417.190	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13401,598.840,1764309614911817.430	,1764309614912416.270	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13402,15.500,1764309614912417.210	,1764309614912432.710	
4,AddRmsNorm,AI_VECTOR_CORE,23,13403,2.000,1764309614912432.730	,1764309614912434.730	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13404,631.760,1764309614912434.750	,1764309614913066.510	
4,SwiGlu,AI_VECTOR_CORE,23,13405,5.840,1764309614913066.530	,1764309614913072.370	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13406,614.660,1764309614913072.390	,1764309614913687.050	
4,AddRmsNorm,AI_VECTOR_CORE,23,13407,2.000,1764309614913687.070	,1764309614913689.070	
4,trans_TransData_1,AI_VECTOR_CORE,23,13408,11.220,1764309614913689.090	,1764309614913700.310	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13409,8.980,1764309614913700.330	,1764309614913709.310	
4,rope_custom_true_half,AI_CORE,23,13410,4.720,1764309614913709.330	,1764309614913714.050	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13411,4.080,1764309614913714.070	,1764309614913718.150	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13412,603.180,1764309614913718.170	,1764309614914321.350	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13412,600.960,1764309614913719.470	,1764309614914320.430	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13413,14.900,1764309614914321.370	,1764309614914336.270	
4,AddRmsNorm,AI_VECTOR_CORE,23,13414,2.060,1764309614914336.290	,1764309614914338.350	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13415,598.800,1764309614914338.390	,1764309614914937.190	
4,SwiGlu,AI_VECTOR_CORE,23,13416,4.180,1764309614914937.210	,1764309614914941.390	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13417,567.840,1764309614914941.410	,1764309614915509.250	
4,AddRmsNorm,AI_VECTOR_CORE,23,13418,2.020,1764309614915509.270	,1764309614915511.290	
4,trans_TransData_1,AI_VECTOR_CORE,23,13419,11.500,1764309614915511.310	,1764309614915522.810	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13420,559.120,1764309614915522.830	,1764309614916081.950	
4,rope_custom_true_half,AI_CORE,23,13421,4.400,1764309614916081.970	,1764309614916086.370	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13422,2.920,1764309614916086.390	,1764309614916089.310	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13423,17.780,1764309614916089.330	,1764309614916107.110	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13423,15.540,1764309614916090.770	,1764309614916106.310	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13424,571.540,1764309614916107.130	,1764309614916678.670	
4,AddRmsNorm,AI_VECTOR_CORE,23,13425,2.020,1764309614916678.690	,1764309614916680.710	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13426,27.480,1764309614916680.730	,1764309614916708.210	
4,SwiGlu,AI_VECTOR_CORE,23,13427,4.880,1764309614916708.230	,1764309614916713.110	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13428,591.120,1764309614916713.130	,1764309614917304.250	
4,AddRmsNorm,AI_VECTOR_CORE,23,13429,2.220,1764309614917304.270	,1764309614917306.490	
4,trans_TransData_1,AI_VECTOR_CORE,23,13430,11.360,1764309614917306.510	,1764309614917317.870	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13431,578.600,1764309614917317.910	,1764309614917896.510	
4,rope_custom_true_half,AI_CORE,23,13432,4.720,1764309614917896.530	,1764309614917901.250	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13433,2.660,1764309614917901.270	,1764309614917903.930	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13434,17.340,1764309614917903.950	,1764309614917921.290	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13434,15.400,1764309614917904.950	,1764309614917920.350	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13435,587.260,1764309614917921.310	,1764309614918508.570	
4,AddRmsNorm,AI_VECTOR_CORE,23,13436,2.160,1764309614918508.590	,1764309614918510.750	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13437,26.320,1764309614918510.770	,1764309614918537.090	
4,SwiGlu,AI_VECTOR_CORE,23,13438,4.140,1764309614918537.110	,1764309614918541.250	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13439,613.140,1764309614918541.270	,1764309614919154.410	
4,AddRmsNorm,AI_VECTOR_CORE,23,13440,2.380,1764309614919154.430	,1764309614919156.810	
4,trans_TransData_1,AI_VECTOR_CORE,23,13441,9.800,1764309614919156.830	,1764309614919166.630	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13442,606.080,1764309614919166.650	,1764309614919772.730	
4,rope_custom_true_half,AI_CORE,23,13443,4.800,1764309614919772.750	,1764309614919777.550	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13444,2.100,1764309614919777.570	,1764309614919779.670	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13445,16.520,1764309614919779.710	,1764309614919796.230	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13445,14.160,1764309614919781.130	,1764309614919795.290	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13446,13.940,1764309614919796.250	,1764309614919810.190	
4,AddRmsNorm,AI_VECTOR_CORE,23,13447,2.240,1764309614919810.210	,1764309614919812.450	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13448,626.640,1764309614919812.470	,1764309614920439.110	
4,SwiGlu,AI_VECTOR_CORE,23,13449,6.220,1764309614920439.130	,1764309614920445.350	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13450,572.840,1764309614920445.370	,1764309614921018.210	
4,AddRmsNorm,AI_VECTOR_CORE,23,13451,2.060,1764309614921018.250	,1764309614921020.310	
4,trans_TransData_1,AI_VECTOR_CORE,23,13452,10.800,1764309614921020.350	,1764309614921031.150	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13453,8.680,1764309614921031.170	,1764309614921039.850	
4,rope_custom_true_half,AI_CORE,23,13454,4.100,1764309614921039.890	,1764309614921043.990	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13455,2.520,1764309614921044.010	,1764309614921046.530	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13456,561.120,1764309614921046.550	,1764309614921607.670	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13456,559.140,1764309614921047.510	,1764309614921606.650	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13457,13.960,1764309614921607.710	,1764309614921621.670	
4,AddRmsNorm,AI_VECTOR_CORE,23,13458,2.240,1764309614921621.690	,1764309614921623.930	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13459,583.180,1764309614921623.950	,1764309614922207.130	
4,SwiGlu,AI_VECTOR_CORE,23,13460,5.080,1764309614922207.150	,1764309614922212.230	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13461,577.980,1764309614922212.270	,1764309614922790.250	
4,AddRmsNorm,AI_VECTOR_CORE,23,13462,1.940,1764309614922790.290	,1764309614922792.230	
4,trans_TransData_1,AI_VECTOR_CORE,23,13463,12.640,1764309614922792.250	,1764309614922804.890	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13464,577.740,1764309614922804.910	,1764309614923382.650	
4,rope_custom_true_half,AI_CORE,23,13465,4.540,1764309614923382.670	,1764309614923387.210	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13466,2.780,1764309614923387.250	,1764309614923390.030	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13467,18.200,1764309614923390.050	,1764309614923408.250	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13467,16.240,1764309614923391.330	,1764309614923407.570	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13468,589.560,1764309614923408.290	,1764309614923997.850	
4,AddRmsNorm,AI_VECTOR_CORE,23,13469,2.120,1764309614923997.870	,1764309614923999.990	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13470,25.480,1764309614924000.010	,1764309614924025.490	
4,SwiGlu,AI_VECTOR_CORE,23,13471,5.160,1764309614924025.510	,1764309614924030.670	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13472,590.500,1764309614924030.710	,1764309614924621.210	
4,AddRmsNorm,AI_VECTOR_CORE,23,13473,2.100,1764309614924621.230	,1764309614924623.330	
4,trans_TransData_1,AI_VECTOR_CORE,23,13474,12.460,1764309614924623.370	,1764309614924635.830	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13475,574.020,1764309614924635.850	,1764309614925209.870	
4,rope_custom_true_half,AI_CORE,23,13476,4.720,1764309614925209.890	,1764309614925214.610	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13477,2.760,1764309614925214.630	,1764309614925217.390	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13478,17.460,1764309614925217.410	,1764309614925234.870	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13478,15.180,1764309614925218.490	,1764309614925233.670	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13479,586.500,1764309614925234.910	,1764309614925821.410	
4,AddRmsNorm,AI_VECTOR_CORE,23,13480,2.600,1764309614925821.430	,1764309614925824.030	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13481,26.120,1764309614925824.050	,1764309614925850.170	
4,SwiGlu,AI_VECTOR_CORE,23,13482,5.200,1764309614925850.190	,1764309614925855.390	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13483,590.040,1764309614925855.430	,1764309614926445.470	
4,AddRmsNorm,AI_VECTOR_CORE,23,13484,2.140,1764309614926445.510	,1764309614926447.650	
4,trans_TransData_1,AI_VECTOR_CORE,23,13485,10.840,1764309614926447.670	,1764309614926458.510	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13486,597.940,1764309614926458.550	,1764309614927056.490	
4,rope_custom_true_half,AI_CORE,23,13487,4.680,1764309614927056.530	,1764309614927061.210	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13488,3.080,1764309614927061.250	,1764309614927064.330	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13489,19.940,1764309614927064.350	,1764309614927084.290	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13489,17.660,1764309614927065.530	,1764309614927083.190	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13490,608.260,1764309614927084.310	,1764309614927692.570	
4,AddRmsNorm,AI_VECTOR_CORE,23,13491,2.020,1764309614927692.590	,1764309614927694.610	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13492,28.860,1764309614927694.630	,1764309614927723.490	
4,SwiGlu,AI_VECTOR_CORE,23,13493,4.540,1764309614927723.510	,1764309614927728.050	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13494,614.300,1764309614927728.070	,1764309614928342.370	
4,AddRmsNorm,AI_VECTOR_CORE,23,13495,2.040,1764309614928342.410	,1764309614928344.450	
4,trans_TransData_1,AI_VECTOR_CORE,23,13496,10.780,1764309614928344.470	,1764309614928355.250	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13497,589.300,1764309614928355.270	,1764309614928944.570	
4,rope_custom_true_half,AI_CORE,23,13498,4.320,1764309614928944.590	,1764309614928948.910	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13499,2.960,1764309614928948.930	,1764309614928951.890	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13500,19.180,1764309614928951.910	,1764309614928971.090	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13500,17.080,1764309614928952.930	,1764309614928970.010	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13501,586.960,1764309614928971.110	,1764309614929558.070	
4,AddRmsNorm,AI_VECTOR_CORE,23,13502,2.440,1764309614929558.090	,1764309614929560.530	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13503,27.520,1764309614929560.550	,1764309614929588.070	
4,SwiGlu,AI_VECTOR_CORE,23,13504,4.240,1764309614929588.090	,1764309614929592.330	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13505,587.340,1764309614929592.350	,1764309614930179.690	
4,AddRmsNorm,AI_VECTOR_CORE,23,13506,2.020,1764309614930179.710	,1764309614930181.730	
4,trans_TransData_1,AI_VECTOR_CORE,23,13507,10.600,1764309614930181.770	,1764309614930192.370	
4,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,23,13508,586.060,1764309614930192.390	,1764309614930778.450	
4,rope_custom_true_half,AI_CORE,23,13509,4.560,1764309614930778.470	,1764309614930783.030	
4,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,23,13510,2.020,1764309614930783.050	,1764309614930785.070	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13511,18.920,1764309614930785.090	,1764309614930804.010	
4,PagedAttentionMaskNdKernel,MIX_AIC,23,13511,16.820,1764309614930786.490	,1764309614930803.310	
4,aclnnMatmulWeightNz_MatMulCommon_MatMulV2,AI_CORE,23,13512,589.360,1764309614930804.030	,1764309614931393.390	
